,icon,maxscore,certified fresh,fresh/rotten,genre(s),imdb score,likes,movie id,movie name,time period,release year,score,scorer
31247,CRITIC FRESH,100,0,fresh,"Drama,Romance",75,,4080,The Secret Life of Words,2005,2005,69,critic
31248,AUDIENCE FRESH,100,1,fresh,"Animation,Adventure,Family",76,,4081,The Secret World of Arrietty,2010,2010,85,audience
31249,CERTIFIED FRESH,100,1,fresh,"Animation,Adventure,Family",76,,4081,The Secret World of Arrietty,2010,2010,94,critic
31250,AUDIENCE FRESH,100,1,fresh,"Animation,Adventure,Family",77,,4082,The Secret of Kells,2005,2009,85,audience
31251,CERTIFIED FRESH,100,1,fresh,"Animation,Adventure,Family",77,,4082,The Secret of Kells,2005,2009,91,critic
31252,AUDIENCE FRESH,100,1,fresh,"Drama,Family,Fantasy",75,,4083,The Secret of Roan Inish,1990,1994,87,audience
31253,CERTIFIED FRESH,100,1,fresh,"Drama,Family,Fantasy",75,,4083,The Secret of Roan Inish,1990,1994,95,critic
31254,AUDIENCE ROTTEN,100,0,rotten,"Drama,Mystery,Thriller",67,,4084,The Serpent's Egg,1975,1977,56,audience
31255,CRITIC ROTTEN,100,0,rotten,"Drama,Mystery,Thriller",67,,4084,The Serpent's Egg,1975,1977,23,critic
31256,AUDIENCE FRESH,100,1,fresh,"Biography,Comedy,Drama",72,67.0,4085,The Sessions,2010,2012,80,audience
31257,CERTIFIED FRESH,100,1,fresh,"Biography,Comedy,Drama",72,67.0,4085,The Sessions,2010,2012,93,critic
31270,AUDIENCE FRESH,100,1,fresh,"Crime,Drama",93,9130.0,4086,The Shawshank Redemption,1990,1994,98,audience
31271,CERTIFIED FRESH,100,1,fresh,"Crime,Drama",93,9130.0,4086,The Shawshank Redemption,1990,1994,91,critic
31282,AUDIENCE FRESH,100,0,rotten,"Adventure,Drama",68,,4087,The Sheltering Sky,1990,1990,80,audience
31283,CRITIC ROTTEN,100,0,rotten,"Adventure,Drama",68,,4087,The Sheltering Sky,1990,1990,50,critic
31284,AUDIENCE FRESH,100,0,fresh,"Horror,Drama",68,,4088,The Shout,1975,1978,68,audience
31285,CRITIC FRESH,100,0,fresh,"Horror,Drama",68,,4088,The Shout,1975,1978,82,critic
31286,AUDIENCE FRESH,100,1,fresh,"Crime,Drama,Thriller",86,,4089,The Silence of the Lambs,1990,1991,95,audience
31287,CERTIFIED FRESH,100,1,fresh,"Crime,Drama,Thriller",86,,4089,The Silence of the Lambs,1990,1991,95,critic
31288,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama",53,46.0,4090,The Single Moms Club,2010,2014,58,audience
31289,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama",53,46.0,4090,The Single Moms Club,2010,2014,19,critic
31296,AUDIENCE ROTTEN,100,0,rotten,"Animation,Adventure,Comedy",55,1010.0,4091,The Smurfs,2010,2011,44,audience
31297,CRITIC ROTTEN,100,0,rotten,"Animation,Adventure,Comedy",55,1010.0,4091,The Smurfs,2010,2011,22,critic
31300,AUDIENCE FRESH,100,1,fresh,"Biography,Crime,Drama",66,,4092,The Snowtown Murders,2010,2011,66,audience
31301,CERTIFIED FRESH,100,1,fresh,"Biography,Crime,Drama",66,,4092,The Snowtown Murders,2010,2011,83,critic
31302,AUDIENCE FRESH,100,1,fresh,"Biography,Drama",77,3814.0,4093,The Social Network,2010,2010,86,audience
31303,CERTIFIED FRESH,100,1,fresh,"Biography,Drama",77,3814.0,4093,The Social Network,2010,2010,96,critic
31314,AUDIENCE ROTTEN,100,0,rotten,"Crime,Drama,Thriller",51,,4094,The Son of No One,2010,2011,22,audience
31315,CRITIC ROTTEN,100,0,rotten,"Crime,Drama,Thriller",51,,4094,The Son of No One,2010,2011,16,critic
31316,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama,Romance",71,1892.0,4095,The Spectacular Now,2010,2013,76,audience
31317,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama,Romance",71,1892.0,4095,The Spectacular Now,2010,2013,92,critic
31326,AUDIENCE ROTTEN,100,0,rotten,"Action,Crime,Fantasy",48,87.0,4096,The Spirit,2005,2008,25,audience
31327,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Fantasy",48,87.0,4096,The Spirit,2005,2008,14,critic
31332,AUDIENCE FRESH,100,0,rotten,Drama,69,,4097,The Spitfire Grill,1995,1996,76,audience
31333,CRITIC ROTTEN,100,0,rotten,Drama,69,,4097,The Spitfire Grill,1995,1996,33,critic
31334,AUDIENCE FRESH,100,0,fresh,"Action,Drama,Crime",72,,4098,The Spook Who Sat by the Door,1970,1973,84,audience
31335,CRITIC FRESH,100,0,fresh,"Action,Drama,Crime",72,,4098,The Spook Who Sat by the Door,1970,1973,67,critic
31336,AUDIENCE FRESH,100,1,fresh,"Biography,Drama,History",69,,4099,The Stanford Prison Experiment,2015,2015,76,audience
31337,CERTIFIED FRESH,100,1,fresh,"Biography,Drama,History",69,,4099,The Stanford Prison Experiment,2015,2015,84,critic
31338,AUDIENCE FRESH,100,0,fresh,"Biography,Drama,History",74,,4100,The Story of Adele H,1975,1975,81,audience
31339,CRITIC FRESH,100,0,fresh,"Biography,Drama,History",74,,4100,The Story of Adele H,1975,1975,94,critic
31340,AUDIENCE ROTTEN,100,0,rotten,"Horror,Mystery,Thriller",62,539.0,4101,The Strangers,2005,2008,47,audience
31341,CRITIC ROTTEN,100,0,rotten,"Horror,Mystery,Thriller",62,539.0,4101,The Strangers,2005,2008,45,critic
31344,AUDIENCE FRESH,100,0,fresh,"Crime,Drama",68,,4102,The Sugarland Express,1970,1974,66,audience
31345,CRITIC FRESH,100,0,fresh,"Crime,Drama",68,,4102,The Sugarland Express,1970,1974,91,critic
31346,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama",74,,4103,The Sum of Us,1990,1994,80,audience
31347,CRITIC FRESH,100,0,fresh,"Comedy,Drama",74,,4103,The Sum of Us,1990,1994,67,critic
31348,AUDIENCE FRESH,100,0,fresh,Comedy,72,,4104,The Sunshine Boys,1975,1975,73,audience
31349,CRITIC FRESH,100,0,fresh,Comedy,72,,4104,The Sunshine Boys,1975,1975,81,critic
31350,AUDIENCE FRESH,100,0,rotten,"Animation,Comedy,Family",64,698.0,4105,The Swan Princess,1990,1994,66,audience
31351,CRITIC ROTTEN,100,0,rotten,"Animation,Comedy,Family",64,698.0,4105,The Swan Princess,1990,1994,50,critic
31366,AUDIENCE ROTTEN,100,0,rotten,"Action,Crime,Drama",61,,4106,The Sweeney,2010,2012,44,audience
31367,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Drama",61,,4106,The Sweeney,2010,2012,46,critic
31368,AUDIENCE FRESH,100,0,fresh,"Action,Crime,Thriller",77,,4107,The Taking of Pelham One Two Three,1970,1974,88,audience
31369,CRITIC FRESH,100,0,fresh,"Action,Crime,Thriller",77,,4107,The Taking of Pelham One Two Three,1970,1974,100,critic
31370,AUDIENCE FRESH,100,0,fresh,"Comedy,Romance",62,,4108,The Tall Guy,1985,1989,67,audience
31371,CRITIC FRESH,100,0,fresh,"Comedy,Romance",62,,4108,The Tall Guy,1985,1989,89,critic
31372,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",50,,4109,The Ten,2005,2007,40,audience
31373,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",50,,4109,The Ten,2005,2007,37,critic
31374,AUDIENCE FRESH,100,1,fresh,"Action,Sci-Fi",80,3486.0,4110,The Terminator,1980,1984,89,audience
31375,CERTIFIED FRESH,100,1,fresh,"Action,Sci-Fi",80,3486.0,4110,The Terminator,1980,1984,100,critic
31378,AUDIENCE ROTTEN,100,0,rotten,"Horror,Thriller",59,,4111,The Texas Chainsaw Massacre: The Beginning,2005,2006,53,audience
31379,CRITIC ROTTEN,100,0,rotten,"Horror,Thriller",59,,4111,The Texas Chainsaw Massacre: The Beginning,2005,2006,12,critic
31380,AUDIENCE ROTTEN,100,0,rotten,"Horror,Mystery,Sci-Fi",62,1926.0,4112,The Thing,2010,2011,42,audience
31381,CRITIC ROTTEN,100,0,rotten,"Horror,Mystery,Sci-Fi",62,1926.0,4112,The Thing,2010,2011,35,critic
31396,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Romance",58,276.0,4113,The Three Musketeers,2010,2011,39,audience
31397,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Romance",58,276.0,4113,The Three Musketeers,2010,2011,24,critic
31402,AUDIENCE FRESH,100,0,fresh,"Animation,Comedy,Drama",63,134.0,4114,The Tigger Movie,2000,2000,62,audience
31403,CRITIC FRESH,100,0,fresh,"Animation,Comedy,Drama",63,134.0,4114,The Tigger Movie,2000,2000,62,critic
31422,AUDIENCE FRESH,100,1,fresh,"Documentary,Biography,Mystery",78,,4115,The Tillman Story,2010,2010,91,audience
31423,CERTIFIED FRESH,100,1,fresh,"Documentary,Biography,Mystery",78,,4115,The Tillman Story,2010,2010,93,critic
31424,AUDIENCE FRESH,100,0,fresh,"Documentary,Biography,History",83,,4116,The Times of Harvey Milk,1980,1984,94,audience
31425,CRITIC FRESH,100,0,fresh,"Documentary,Biography,History",83,,4116,The Times of Harvey Milk,1980,1984,95,critic
31426,AUDIENCE ROTTEN,100,0,rotten,"Horror,Thriller",55,,4117,The Tortured,2010,2010,35,audience
31427,CRITIC ROTTEN,100,0,rotten,"Horror,Thriller",55,,4117,The Tortured,2010,2010,6,critic
31428,AUDIENCE FRESH,100,1,fresh,"Crime,Drama,Thriller",76,1375.0,4118,The Town,2010,2010,85,audience
31429,CERTIFIED FRESH,100,1,fresh,"Crime,Drama,Thriller",76,1375.0,4118,The Town,2010,2010,93,critic
31442,AUDIENCE ROTTEN,100,0,fresh,"Crime,Drama,Horror",61,,4119,The Town That Dreaded Sundown,1975,1976,40,audience
31443,CRITIC FRESH,100,0,fresh,"Crime,Drama,Horror",61,,4119,The Town That Dreaded Sundown,1975,1976,70,critic
31444,AUDIENCE FRESH,100,0,fresh,"Drama,History,Western",75,,4120,The Tracker,2000,2002,88,audience
31445,CRITIC FRESH,100,0,fresh,"Drama,History,Western",75,,4120,The Tracker,2000,2002,88,critic
31446,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance,Western",64,,4121,The Train Robbers,1970,1973,58,audience
31447,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance,Western",64,,4121,The Train Robbers,1970,1973,20,critic
31448,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Crime",52,,4122,The Transporter Refueled,2015,2015,30,audience
31449,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Crime",52,,4122,The Transporter Refueled,2015,2015,16,critic
31450,AUDIENCE ROTTEN,100,0,fresh,Drama,55,,4123,The Tribes of Palos Verdes,2015,2017,56,audience
31451,CRITIC FRESH,100,0,fresh,Drama,55,,4123,The Tribes of Palos Verdes,2015,2017,65,critic
31452,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama,Romance",70,81.0,4124,The Trip,2000,2002,70,audience
31453,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama,Romance",70,81.0,4124,The Trip,2000,2002,89,critic
31466,AUDIENCE FRESH,100,0,fresh,Drama,76,,4125,The Trip to Bountiful,1985,1985,85,audience
31467,CRITIC FRESH,100,0,fresh,Drama,76,,4125,The Trip to Bountiful,1985,1985,100,critic
31468,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama",54,,4126,The Trouble with Bliss,2010,2011,29,audience
31469,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama",54,,4126,The Trouble with Bliss,2010,2011,29,critic
31470,AUDIENCE ROTTEN,100,0,rotten,"Mystery,Thriller",48,,4127,The Truth About Charlie,2000,2002,27,audience
31471,CRITIC ROTTEN,100,0,rotten,"Mystery,Thriller",48,,4127,The Truth About Charlie,2000,2002,34,critic
31472,AUDIENCE ROTTEN,100,0,rotten,"Drama,Thriller",60,15.0,4128,The Truth About Emanuel,2010,2013,34,audience
31473,CRITIC ROTTEN,100,0,rotten,"Drama,Thriller",60,15.0,4128,The Truth About Emanuel,2010,2013,34,critic
31478,AUDIENCE FRESH,100,0,rotten,"Adventure,Drama,Fantasy",50,,4129,The Twilight Saga: Eclipse,2010,2010,60,audience
31479,CRITIC ROTTEN,100,0,rotten,"Adventure,Drama,Fantasy",50,,4129,The Twilight Saga: Eclipse,2010,2010,49,critic
31480,AUDIENCE FRESH,100,0,rotten,"Adventure,Drama,Fantasy",47,,4130,The Twilight Saga: New Moon,2005,2009,60,audience
31481,CRITIC ROTTEN,100,0,rotten,"Adventure,Drama,Fantasy",47,,4130,The Twilight Saga: New Moon,2005,2009,28,critic
31482,AUDIENCE ROTTEN,100,0,fresh,"Crime,Drama,Mystery",61,,4131,The Two Jakes,1990,1990,38,audience
31483,CRITIC FRESH,100,0,fresh,"Crime,Drama,Mystery",61,,4131,The Two Jakes,1990,1990,68,critic
31484,AUDIENCE FRESH,100,0,fresh,"Drama,Romance",74,,4132,The Unbearable Lightness of Being,1985,1988,84,audience
31485,CRITIC FRESH,100,0,fresh,"Drama,Romance",74,,4132,The Unbearable Lightness of Being,1985,1988,88,critic
31486,AUDIENCE FRESH,100,0,rotten,"Comedy,Romance",64,,4133,The Very Thought of You,1995,1998,60,audience
31487,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",64,,4133,The Very Thought of You,1995,1998,33,critic
31488,AUDIENCE ROTTEN,100,0,fresh,"Action,Thriller",59,,4134,The Veteran,2010,2011,38,audience
31489,CRITIC FRESH,100,0,fresh,"Action,Thriller",59,,4134,The Veteran,2010,2011,60,critic
31490,AUDIENCE ROTTEN,100,0,rotten,"Horror,Mystery,Thriller",56,144.0,4135,The Ward,2010,2010,26,audience
31491,CRITIC ROTTEN,100,0,rotten,"Horror,Mystery,Thriller",56,144.0,4135,The Ward,2010,2010,33,critic
31508,AUDIENCE ROTTEN,100,0,rotten,"Action,Fantasy,Western",63,106.0,4136,The Warrior's Way,2010,2010,47,audience
31509,CRITIC ROTTEN,100,0,rotten,"Action,Fantasy,Western",63,106.0,4136,The Warrior's Way,2010,2010,28,critic
31520,AUDIENCE FRESH,100,0,fresh,"Drama,Romance",69,,4137,The Waterdance,1990,1992,63,audience
31521,CRITIC FRESH,100,0,fresh,"Drama,Romance",69,,4137,The Waterdance,1990,1992,93,critic
31522,AUDIENCE FRESH,100,1,fresh,"Adventure,Drama,History",73,165.0,4138,The Way Back,2010,2010,72,audience
31523,CERTIFIED FRESH,100,1,fresh,"Adventure,Drama,History",73,165.0,4138,The Way Back,2010,2010,74,critic
31530,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama",74,,4139,The Way Way Back,2010,2013,84,audience
31531,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama",74,,4139,The Way Way Back,2010,2013,85,critic
31532,AUDIENCE FRESH,100,0,fresh,"Drama,Romance",71,97.0,4140,The Way We Were,1970,1973,82,audience
31533,CRITIC FRESH,100,0,fresh,"Drama,Romance",71,97.0,4140,The Way We Were,1970,1973,63,critic
31550,AUDIENCE FRESH,100,0,fresh,"Comedy,Music,Romance",68,875.0,4141,The Wedding Singer,1995,1998,80,audience
31551,CRITIC FRESH,100,0,fresh,"Comedy,Music,Romance",68,875.0,4141,The Wedding Singer,1995,1998,67,critic
31568,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama,Romance",55,,4142,The Wendell Baker Story,2005,2005,40,audience
31569,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",55,,4142,The Wendell Baker Story,2005,2005,40,critic
31570,AUDIENCE FRESH,100,1,fresh,"Action,Biography,Crime",72,43.0,4143,The Whistleblower,2010,2010,71,audience
31571,CERTIFIED FRESH,100,1,fresh,"Action,Biography,Crime",72,43.0,4143,The Whistleblower,2010,2010,74,critic
31574,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Western",62,,4144,The White Buffalo,1975,1977,50,audience
31575,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Western",62,,4144,The White Buffalo,1975,1977,20,critic
31576,AUDIENCE FRESH,100,0,rotten,"Comedy,Crime",67,165.0,4145,The Whole Nine Yards,2000,2000,64,audience
31577,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime",67,165.0,4145,The Whole Nine Yards,2000,2000,45,critic
31584,AUDIENCE ROTTEN,100,0,rotten,"Animation,Adventure,Comedy",53,,4148,The Wild,2005,2006,36,audience
31585,CRITIC ROTTEN,100,0,rotten,"Animation,Adventure,Comedy",53,,4148,The Wild,2005,2006,20,critic
31586,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama",61,,4149,The Wild Life,1980,1984,28,audience
31587,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama",61,,4149,The Wild Life,1980,1984,16,critic
31588,AUDIENCE FRESH,100,1,fresh,"Drama,War",75,,4150,The Wind That Shakes the Barley,2005,2006,87,audience
31589,CERTIFIED FRESH,100,1,fresh,"Drama,War",75,,4150,The Wind That Shakes the Barley,2005,2006,88,critic
31590,AUDIENCE FRESH,100,0,fresh,"Action,Adventure,Drama",70,,4151,The Wind and the Lion,1975,1975,70,audience
31591,CRITIC FRESH,100,0,fresh,"Action,Adventure,Drama",70,,4151,The Wind and the Lion,1975,1975,75,critic
31592,AUDIENCE FRESH,100,0,fresh,"Adventure,Comedy,Family",68,588.0,4152,The Witches,1990,1990,70,audience
31593,CRITIC FRESH,100,0,fresh,"Adventure,Comedy,Family",68,588.0,4152,The Witches,1990,1990,100,critic
31622,AUDIENCE FRESH,100,0,fresh,"Comedy,Fantasy,Horror",65,,4153,The Witches of Eastwick,1985,1987,62,audience
31623,CRITIC FRESH,100,0,fresh,"Comedy,Fantasy,Horror",65,,4153,The Witches of Eastwick,1985,1987,75,critic
31624,AUDIENCE FRESH,100,1,fresh,Drama,72,46.0,4154,The Woodsman,2000,2004,77,audience
31625,CERTIFIED FRESH,100,1,fresh,Drama,72,46.0,4154,The Woodsman,2000,2004,88,critic
31648,AUDIENCE ROTTEN,100,0,rotten,"Drama,Mystery,Romance",71,215.0,4155,The Words,2010,2012,49,audience
31649,CRITIC ROTTEN,100,0,rotten,"Drama,Mystery,Romance",71,215.0,4155,The Words,2010,2012,24,critic
31658,AUDIENCE FRESH,100,1,fresh,"Action,Comedy,Sci-Fi",70,1587.0,4156,The World's End,2010,2013,71,audience
31659,CERTIFIED FRESH,100,1,fresh,"Action,Comedy,Sci-Fi",70,1587.0,4156,The World's End,2010,2013,89,critic
31672,AUDIENCE FRESH,100,1,fresh,"Drama,Sport",79,1995.0,4157,The Wrestler,2005,2008,88,audience
31673,CERTIFIED FRESH,100,1,fresh,"Drama,Sport",79,1995.0,4157,The Wrestler,2005,2008,98,critic
31692,AUDIENCE FRESH,100,0,rotten,"Action,Crime,Drama",73,,4158,The Yakuza,1970,1974,72,audience
31693,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Drama",73,,4158,The Yakuza,1970,1974,54,critic
31694,AUDIENCE ROTTEN,100,0,rotten,"Drama,War",71,,4159,The Yellow Birds,2015,2017,29,audience
31695,CRITIC ROTTEN,100,0,rotten,"Drama,War",71,,4159,The Yellow Birds,2015,2017,39,critic
31696,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama,Romance",60,,4160,Then She Found Me,2005,2007,43,audience
31697,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",60,,4160,Then She Found Me,2005,2007,50,critic
31698,AUDIENCE ROTTEN,100,0,rotten,"Biography,Drama,War",58,,4161,There Be Dragons,2010,2011,54,audience
31699,CRITIC ROTTEN,100,0,rotten,"Biography,Drama,War",58,,4161,There Be Dragons,2010,2011,13,critic
31700,AUDIENCE FRESH,100,1,fresh,Drama,81,3428.0,4162,There Will Be Blood,2005,2007,86,audience
31701,CERTIFIED FRESH,100,1,fresh,Drama,81,3428.0,4162,There Will Be Blood,2005,2007,91,critic
31712,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama,Sport",66,,4163,There's Only One Jimmy Grimble,2000,2000,74,audience
31713,CRITIC FRESH,100,0,fresh,"Comedy,Drama,Sport",66,,4163,There's Only One Jimmy Grimble,2000,2000,71,critic
31714,AUDIENCE FRESH,100,1,fresh,"Comedy,Romance",71,739.0,4164,There's Something About Mary,1995,1998,61,audience
31715,CERTIFIED FRESH,100,1,fresh,"Comedy,Romance",71,739.0,4164,There's Something About Mary,1995,1998,83,critic
31730,AUDIENCE FRESH,100,0,fresh,"Documentary,Biography,History",74,,4165,Theremin: An Electronic Odyssey,1990,1993,70,audience
31731,CRITIC FRESH,100,0,fresh,"Documentary,Biography,History",74,,4165,Theremin: An Electronic Odyssey,1990,1993,100,critic
31732,AUDIENCE ROTTEN,100,0,fresh,"Comedy,Romance",55,145.0,4166,They Came Together,2010,2014,39,audience
31733,CRITIC FRESH,100,0,fresh,"Comedy,Romance",55,145.0,4166,They Came Together,2010,2014,70,critic
31744,AUDIENCE FRESH,100,1,fresh,"Action,Horror,Sci-Fi",73,928.0,4167,They Live,1985,1988,79,audience
31745,CERTIFIED FRESH,100,1,fresh,"Action,Horror,Sci-Fi",73,928.0,4167,They Live,1985,1988,83,critic
31762,AUDIENCE FRESH,100,0,fresh,"Crime,Drama,Romance",71,,4168,Thieves Like Us,1970,1974,71,audience
31763,CRITIC FRESH,100,0,fresh,"Crime,Drama,Romance",71,,4168,Thieves Like Us,1970,1974,89,critic
31764,AUDIENCE FRESH,100,0,fresh,"Drama,Music",72,,4169,Things Behind the Sun,2000,2001,78,audience
31765,CRITIC FRESH,100,0,fresh,"Drama,Music",72,,4169,Things Behind the Sun,2000,2001,100,critic
31766,AUDIENCE FRESH,100,0,fresh,"Comedy,Crime,Drama",70,,4170,Things Change,1985,1988,78,audience
31767,CRITIC FRESH,100,0,fresh,"Comedy,Crime,Drama",70,,4170,Things Change,1985,1988,83,critic
31768,AUDIENCE FRESH,100,0,fresh,Drama,72,,4171,Things We Lost in the Fire,2005,2007,73,audience
31769,CRITIC FRESH,100,0,fresh,Drama,72,,4171,Things We Lost in the Fire,2005,2007,65,critic
31770,AUDIENCE FRESH,100,0,fresh,"Drama,Romance",66,,4172,Things You Can Tell Just by Looking at Her,2000,2000,64,audience
31771,CRITIC FRESH,100,0,fresh,"Drama,Romance",66,,4172,Things You Can Tell Just by Looking at Her,2000,2000,74,critic
31772,AUDIENCE FRESH,100,0,rotten,"Comedy,Romance",66,,4173,Think Like a Man,2010,2012,79,audience
31773,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",66,,4173,Think Like a Man,2010,2012,54,critic
31774,AUDIENCE FRESH,100,1,fresh,Drama,68,1656.0,4174,Thirteen,2000,2003,77,audience
31775,CERTIFIED FRESH,100,1,fresh,Drama,68,1656.0,4174,Thirteen,2000,2003,81,critic
31782,AUDIENCE FRESH,100,1,fresh,Drama,71,,4175,Thirteen Conversations About One Thing,2000,2001,71,audience
31783,CERTIFIED FRESH,100,1,fresh,Drama,71,,4175,Thirteen Conversations About One Thing,2000,2001,83,critic
31784,AUDIENCE FRESH,100,1,fresh,"Drama,History,Thriller",73,47.0,4176,Thirteen Days,2000,2000,80,audience
31785,CERTIFIED FRESH,100,1,fresh,"Drama,History,Thriller",73,47.0,4176,Thirteen Days,2000,2000,83,critic
31812,AUDIENCE FRESH,100,0,fresh,"Biography,Drama,Music",75,,4177,Thirty Two Short Films About Glenn Gould,1990,1993,87,audience
31813,CRITIC FRESH,100,0,fresh,"Biography,Drama,Music",75,,4177,Thirty Two Short Films About Glenn Gould,1990,1993,89,critic
31814,AUDIENCE FRESH,100,0,fresh,"Biography,Drama",73,91.0,4178,This Boy's Life,1990,1993,79,audience
31815,CRITIC FRESH,100,0,fresh,"Biography,Drama",73,91.0,4178,This Boy's Life,1990,1993,76,critic
31826,AUDIENCE FRESH,100,0,rotten,"Comedy,Drama,Romance",62,68.0,4179,This Christmas,2005,2007,81,audience
31827,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",62,68.0,4179,This Christmas,2005,2007,56,critic
31844,AUDIENCE ROTTEN,100,0,rotten,Drama,58,,4180,This Girl's Life,2000,2003,44,audience
31845,CRITIC ROTTEN,100,0,rotten,Drama,58,,4180,This Girl's Life,2000,2003,50,critic
31846,AUDIENCE FRESH,100,1,fresh,"Crime,Drama",77,1068.0,4181,This Is England,2005,2006,89,audience
31847,CERTIFIED FRESH,100,1,fresh,"Crime,Drama",77,1068.0,4181,This Is England,2005,2006,93,critic
31858,AUDIENCE FRESH,100,1,fresh,"Comedy,Music",80,1205.0,4182,This Is Spinal Tap,1980,1984,92,audience
31859,CERTIFIED FRESH,100,1,fresh,"Comedy,Music",80,1205.0,4182,This Is Spinal Tap,1980,1984,95,critic
31880,AUDIENCE FRESH,100,1,fresh,"Comedy,Fantasy",66,,4183,This Is the End,2010,2013,71,audience
31881,CERTIFIED FRESH,100,1,fresh,"Comedy,Fantasy",66,,4183,This Is the End,2010,2013,82,critic
31882,AUDIENCE ROTTEN,100,0,rotten,"Action,Comedy,Romance",63,1005.0,4184,This Means War,2010,2012,56,audience
31883,CRITIC ROTTEN,100,0,rotten,"Action,Comedy,Romance",63,1005.0,4184,This Means War,2010,2012,25,critic
31892,AUDIENCE ROTTEN,100,0,rotten,"Adventure,Comedy,Drama",38,,4185,Thomas and the Magic Railroad,2000,2000,39,audience
31893,CRITIC ROTTEN,100,0,rotten,"Adventure,Comedy,Drama",38,,4185,Thomas and the Magic Railroad,2000,2000,19,critic
31894,AUDIENCE FRESH,100,1,fresh,"Action,Adventure,Fantasy",70,6353.0,4186,Thor,2010,2011,76,audience
31895,CERTIFIED FRESH,100,1,fresh,"Action,Adventure,Fantasy",70,6353.0,4186,Thor,2010,2011,77,critic
31904,AUDIENCE FRESH,100,1,fresh,"Action,Adventure,Comedy",80,,4187,Thor: Ragnarok,2015,2017,87,audience
31905,CERTIFIED FRESH,100,1,fresh,"Action,Adventure,Comedy",80,,4187,Thor: Ragnarok,2015,2017,92,critic
31906,AUDIENCE FRESH,100,0,fresh,"Action,Adventure,Sci-Fi",70,3807.0,4188,Thor: The Dark World,2010,2013,77,audience
31907,CRITIC FRESH,100,0,fresh,"Action,Adventure,Sci-Fi",70,3807.0,4188,Thor: The Dark World,2010,2013,66,critic
31926,AUDIENCE FRESH,100,1,fresh,"Mystery,Thriller",75,,4189,Three Days of the Condor,1975,1975,83,audience
31927,CERTIFIED FRESH,100,1,fresh,"Mystery,Thriller",75,,4189,Three Days of the Condor,1975,1975,86,critic
31928,AUDIENCE ROTTEN,100,0,rotten,"Action,Comedy",61,,4190,Three Fugitives,1985,1989,50,audience
31929,CRITIC ROTTEN,100,0,rotten,"Action,Comedy",61,,4190,Three Fugitives,1985,1989,14,critic
31930,AUDIENCE FRESH,100,1,fresh,"Action,Adventure,Comedy",71,744.0,4191,Three Kings,1995,1999,77,audience
31931,CERTIFIED FRESH,100,1,fresh,"Action,Adventure,Comedy",71,744.0,4191,Three Kings,1995,1999,94,critic
31950,AUDIENCE FRESH,100,0,fresh,Comedy,72,,4192,Three O'Clock High,1985,1987,72,audience
31951,CRITIC FRESH,100,0,fresh,Comedy,72,,4192,Three O'Clock High,1985,1987,67,critic
31952,AUDIENCE ROTTEN,100,0,rotten,"Drama,Fantasy",62,,4193,Three Wishes,1995,1995,51,audience
31953,CRITIC ROTTEN,100,0,rotten,"Drama,Fantasy",62,,4193,Three Wishes,1995,1995,13,critic
31954,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",55,,4194,Three of Hearts,1990,1993,37,audience
31955,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",55,,4194,Three of Hearts,1990,1993,56,critic
31956,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",61,,4195,Three to Tango,1995,1999,48,audience
